id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category,appreciation_score,affordability_score,demand_score,rental_yield_score
S000048,2023-03-18,Kopar Khairane,Navi Mumbai,mid,19.095,73.01513,5BHK_penthouse,5,2474,2973,229.9,27,45,1996,south,semi_furnished,1_covered,0,False,Local Builder,local,Wadala Harbour,Harbour,80,auto/bus,15.5,27.5,17133000,6924,205593,9.2,2023,3,30,6925.222312045271,2,20,32.214139572299494,Low Potential,6.161019362186789,94.91640086047029,92.04892966360856,6.161019362186789
S000049,2020-02-11,Parel,South Mumbai,premium,18.98705,72.83517,2BHK,2,745,960,69.2,8,12,2018,south-east,semi_furnished,1_covered,2,False,Ajmera,tier2,Siddhivinayak,Line 3,18,auto/bus,9.92,6.84,22336000,29968,268033,7.85,2020,2,8,29981.20805369128,0,82,45.74026518320065,Medium Potential,26.665717539863326,93.37259847192345,88.68501529051987,26.665717539863326
S000050,2022-04-08,Cuffe Parade,South Mumbai,luxury,18.9007,72.7976,3BHK,3,868,1119,80.7,7,12,1987,south-east,unfurnished,open,3,False,Marathon,tier2,Cuffe Parade,Line 3,2,walk,20.31,3.97,50320000,57949,603842,7.1,2022,4,39,57972.35023041475,5,98,63.34748592175883,Medium Potential,51.56338980637813,85.06935687263557,93.7308868501529,51.56338980637813
S000051,2022-05-25,Mulund East,Central,mid,19.16931,72.97786,2BHK,2,759,967,70.5,29,30,1995,north-east,semi_furnished,1_covered,2,False,Local Builder,local,Jogeshwari East,Line 7,48,auto/bus,15.82,31.49,10851000,14292,130215,7.1,2022,5,31,14296.442687747036,0,52,37.02038165588621,Low Potential,12.717112756264237,96.78035754024182,92.20183486238533,12.717112756264237
S000052,2025-08-13,Ambernath,Thane,affordable,19.19969,73.1911,2BHK,2,683,861,63.4,8,20,2016,east,unfurnished,1_covered,1,False,Local Builder,local,Cuffe Parade,Line 3,203,auto/bus,36.69,49.13,2911000,4262,34928,8.7,2025,8,10,4262.07906295754,0,0,30.27469695243286,Low Potential,3.792354783599089,99.13626585564869,88.53211009174312,3.792354783599089
S000053,2021-07-16,Kharghar,Navi Mumbai,affordable,19.0475,73.0473,1BHK,1,416,536,38.7,6,12,2015,south,unfurnished,1_covered,3,False,Local Builder,local,Kharghar TH,Trans-Harbour,2,walk,18.8,27.09,3212000,7713,38549,6.7,2021,7,11,7721.153846153846,0,98,31.650745138004616,Low Potential,6.863076594533029,99.04695497366664,84.70948012232415,6.863076594533029
S000054,2021-11-12,Prabhadevi,South Mumbai,luxury,19.00137,72.819,4BHK,4,1444,1864,134.2,28,45,2024,south-west,unfurnished,1_covered,0,False,Local Builder,local,Siddhivinayak,Line 3,2,walk,9.33,8.34,63992000,44303,767903,6.7,2021,11,2,44315.78947368421,5,98,53.830589406089885,Medium Potential,39.421091970387245,81.01268451895261,90.67278287461774,39.421091970387245
S000055,2021-08-08,Tardeo,South Mumbai,luxury,18.98548,72.80629,1BHK,1,483,608,44.9,15,20,2014,north-west,semi_furnished,1_covered,3,False,Sunteck,tier2,CSMT Metro,Line 3,22,auto/bus,11.54,6.81,19179000,39711,230149,6.7,2021,8,12,39708.07453416149,3,78,52.33064079549281,Medium Potential,35.335101082004556,94.30932423410727,90.82568807339449,35.335101082004556
S000056,2023-11-28,Santacruz East,Western,premium,19.07946,72.8366,2BHK,2,700,857,65.0,4,20,1999,east,semi_furnished,1_covered,1,False,Local Builder,local,MIDC Andheri,Line 3,23,auto/bus,3.66,17.06,16353000,23361,196230,9.2,2023,11,27,23361.42857142857,0,77,42.29182022362071,Low Potential,20.786766799544417,95.14783769750018,91.13149847094802,20.786766799544417
S000057,2021-10-14,Ghansoli,Navi Mumbai,mid,19.1233,73.01428,2BHK,2,687,855,63.8,4,7,2019,south-west,unfurnished,1_covered,1,False,Local Builder,local,Saki Naka,Line 1,53,auto/bus,16.28,29.67,5144000,7486,61733,6.7,2021,10,7,7487.627365356623,0,47,31.727259138068646,Low Potential,6.661090546697039,98.47370373117721,86.08562691131499,6.661090546697039
S000058,2025-10-16,Kalyan,Thane,affordable,19.2343,73.14745,2BHK,2,676,847,62.8,8,12,2007,west,unfurnished,open,1,False,Local Builder,local,Kalyan CR,Central Rail,3,walk,34.4,48.26,3249000,4805,38984,8.7,2025,10,19,4806.213017751479,0,97,31.24508526201863,Low Potential,4.275519646924828,99.0359765596024,91.74311926605505,4.275519646924828
S000059,2024-01-12,Bhandup,Central,mid,19.14415,72.94068,2BHK,2,662,823,61.5,16,20,2024,north,unfurnished,1_covered,1,True,Local Builder,local,Thane CR,Central Rail,35,auto/bus,11.1,27.15,5154000,7787,61843,9.2,2024,1,2,7785.498489425981,0,65,33.53523973508109,Low Potential,6.928922266514806,98.47073659224093,94.18960244648318,6.928922266514806
S000060,2024-07-20,Andheri East,Western,mid,19.12383,72.84337,3BHK,3,766,955,71.1,21,45,2010,south-west,unfurnished,open,2,False,Wadhwa,tier2,Andheri WR,Western Rail,3,walk,6.61,22.04,19934000,26029,239203,9.2,2024,7,16,26023.498694516973,2,97,43.205167535249664,Low Potential,23.160770216400913,94.08530524441807,87.92048929663608,23.160770216400913
S000061,2025-12-29,Oshiwara,Western,premium,19.15507,72.83904,2BHK,2,768,953,71.4,3,20,1991,west,semi_furnished,1_covered,1,False,Ekta World,tier2,D N Nagar,Line 1,15,auto/bus,10.0,25.47,17422000,22675,209067,8.7,2025,12,35,22684.89583333333,0,85,41.89397856512353,Low Potential,20.176359624145785,94.83065054521178,91.43730886850153,20.176359624145785
S000062,2024-08-21,Ghatkopar West,Central,mid,19.08853,72.91292,1BHK,1,346,422,32.1,20,30,2023,north-west,unfurnished,1_covered,2,False,Dosti Realty,tier2,Sahar Road,Line 3,21,auto/bus,4.96,20.31,5824000,16837,69888,9.2,2024,8,3,16832.369942196532,0,79,38.20427107725908,Low Potential,14.981669988610477,98.27193828351012,89.44954128440367,14.981669988610477
S000063,2026-01-11,Airoli,Navi Mumbai,mid,19.16845,73.00713,3BHK,3,955,1205,88.7,9,12,2024,south-east,unfurnished,2_covered,1,False,Local Builder,local,Aarey,Line 7,59,auto/bus,18.09,33.1,10090000,10568,121075,8.7,2026,1,2,10565.445026178011,2,41,35.304454072028186,Low Potential,9.403473804100228,97.00615681329279,95.10703363914374,9.403473804100228
S000064,2023-02-05,Nerul,Navi Mumbai,mid,19.04478,73.0208,3BHK,3,851,1042,79.1,43,45,2013,south,semi_furnished,1_covered,1,False,Local Builder,local,Nerul Harbour,Harbour,4,walk,16.1,24.54,9820000,11541,117841,9.2,2023,2,13,11539.36545240893,2,96,36.89710574347318,Low Potential,10.26925541002278,97.08626956457236,100.0,10.26925541002278
S000065,2023-09-16,Borivali East,Western,mid,19.22917,72.83989,2BHK,2,781,1001,72.5,18,30,2005,north-west,unfurnished,2_covered,1,True,Piramal Realty,tier2,Borivali East,Line 2A,4,walk,17.98,33.7,7534000,9649,90410,9.2,2023,9,21,9646.606914212549,0,96,33.70696426899447,Low Potential,8.585741742596811,97.76455752540613,89.60244648318043,8.585741742596811
S000066,2022-07-15,Mahalaxmi,South Mumbai,luxury,18.98723,72.81668,4BHK,4,1737,2097,161.4,5,7,2022,south-west,semi_furnished,1_covered,2,False,Local Builder,local,Mahalaxmi Metro,Line 3,2,walk,10.78,6.79,91352000,52590,1096228,8.6,2022,7,4,52591.82498560737,5,98,58.70033568787107,Medium Potential,46.79491742596811,72.89459238928863,93.27217125382263,46.79491742596811
S000067,2025-01-14,BKC (Bandra-Kurla),Central,luxury,19.06122,72.87841,5BHK_penthouse,5,3113,3765,289.2,14,20,2015,west,unfurnished,none,2,False,Local Builder,local,Domestic Airport,Line 3,17,auto/bus,1.32,16.05,201635000,64769,2419621,8.95,2025,1,11,64771.92418888532,5,83,62.769303852219565,Medium Potential,57.63186930523918,40.172094058304275,92.04892966360856,57.63186930523918
S000068,2022-07-01,Seawoods,Navi Mumbai,mid,19.02202,73.013,3BHK,3,915,1143,85.0,10,30,2021,south,semi_furnished,none,0,False,Local Builder,local,Belapur TH,Trans-Harbour,10,auto/bus,15.95,22.56,10000000,10932,119996,8.6,2022,7,5,10928.96174863388,2,90,33.85188997567456,Low Potential,9.727363325740319,97.03286106371931,86.69724770642202,9.727363325740319
S000069,2024-09-21,Colaba,South Mumbai,luxury,18.90599,72.81475,1BHK,1,405,521,37.7,25,30,2024,north-east,unfurnished,1_covered,2,False,Marathon,tier2,Vidhan Bhavan,Line 3,15,auto/bus,19.14,2.47,19456000,47996,233471,9.2,2024,9,2,48039.50617283951,3,85,57.08530039379697,Medium Potential,42.70714692482916,94.22713448557228,88.83792048929664,42.70714692482916
